M0	BOS/EOS,*,*,*,*,*,*
V988	動詞,非自立,*,*,五段・サ行,仮定縮約１,尽くす
V989	動詞,非自立,*,*,五段・サ行,仮定縮約１,直す
V990	動詞,非自立,*,*,五段・サ行,仮定縮約１,致す
V991	動詞,非自立,*,*,五段・サ行,命令ｅ,いたす
V992	動詞,非自立,*,*,五段・サ行,命令ｅ,だす
V993	動詞,非自立,*,*,五段・サ行,命令ｅ,つくす
V994	動詞,非自立,*,*,五段・サ行,命令ｅ,なおす
V995	動詞,非自立,*,*,五段・サ行,命令ｅ,出す
V996	動詞,非自立,*,*,五段・サ行,命令ｅ,尽くす
V997	動詞,非自立,*,*,五段・サ行,命令ｅ,直す
V998	動詞,非自立,*,*,五段・サ行,命令ｅ,致す
V999	動詞,非自立,*,*,五段・サ行,基本形,いたす
V1000	動詞,非自立,*,*,五段・サ行,基本形,だす
V1001	動詞,非自立,*,*,五段・サ行,基本形,つくす
V1002	動詞,非自立,*,*,五段・サ行,基本形,なおす
V1003	動詞,非自立,*,*,五段・サ行,基本形,出す
V1004	動詞,非自立,*,*,五段・サ行,基本形,尽くす
V1005	動詞,非自立,*,*,五段・サ行,基本形,直す
V1006	動詞,非自立,*,*,五段・サ行,基本形,致す
V1007	動詞,非自立,*,*,五段・サ行,未然ウ接続,いたす
V1008	動詞,非自立,*,*,五段・サ行,未然ウ接続,だす
V1009	動詞,非自立,*,*,五段・サ行,未然ウ接続,つくす
V1010	動詞,非自立,*,*,五段・サ行,未然ウ接続,なおす
V1011	動詞,非自立,*,*,五段・サ行,未然ウ接続,出す
V1012	動詞,非自立,*,*,五段・サ行,未然ウ接続,尽くす
V1013	動詞,非自立,*,*,五段・サ行,未然ウ接続,直す
V1014	動詞,非自立,*,*,五段・サ行,未然ウ接続,致す
V1015	動詞,非自立,*,*,五段・サ行,未然形,いたす
V1016	動詞,非自立,*,*,五段・サ行,未然形,だす
V1017	動詞,非自立,*,*,五段・サ行,未然形,つくす
V1018	動詞,非自立,*,*,五段・サ行,未然形,なおす
V1019	動詞,非自立,*,*,五段・サ行,未然形,出す
V1020	動詞,非自立,*,*,五段・サ行,未然形,尽くす
V1021	動詞,非自立,*,*,五段・サ行,未然形,直す
V1022	動詞,非自立,*,*,五段・サ行,未然形,致す
V1023	動詞,非自立,*,*,五段・サ行,連用形,いたす
V1024	動詞,非自立,*,*,五段・サ行,連用形,だす
V1025	動詞,非自立,*,*,五段・サ行,連用形,つくす
V1026	動詞,非自立,*,*,五段・サ行,連用形,なおす
V1027	動詞,非自立,*,*,五段・サ行,連用形,出す
V1028	動詞,非自立,*,*,五段・サ行,連用形,尽くす
V1029	動詞,非自立,*,*,五段・サ行,連用形,直す
V1030	動詞,非自立,*,*,五段・サ行,連用形,致す
V1031	動詞,非自立,*,*,五段・マ行,仮定形,こむ
V1032	動詞,非自立,*,*,五段・マ行,仮定形,込む
V1033	動詞,非自立,*,*,五段・マ行,仮定縮約１,こむ
V1034	動詞,非自立,*,*,五段・マ行,仮定縮約１,込む
V1035	動詞,非自立,*,*,五段・マ行,命令ｅ,こむ
V1036	動詞,非自立,*,*,五段・マ行,命令ｅ,込む
V1037	動詞,非自立,*,*,五段・マ行,基本形,こむ
V1038	動詞,非自立,*,*,五段・マ行,基本形,込む
V1039	動詞,非自立,*,*,五段・マ行,未然ウ接続,こむ
V1040	動詞,非自立,*,*,五段・マ行,未然ウ接続,込む
V1041	動詞,非自立,*,*,五段・マ行,未然形,こむ
V1042	動詞,非自立,*,*,五段・マ行,未然形,込む
V1043	動詞,非自立,*,*,五段・マ行,連用タ接続,こむ
V1044	動詞,非自立,*,*,五段・マ行,連用タ接続,込む
V1045	動詞,非自立,*,*,五段・マ行,連用形,こむ
V1046	動詞,非自立,*,*,五段・マ行,連用形,込む
V1047	動詞,非自立,*,*,五段・ラ行,仮定形,ある
V1048	動詞,非自立,*,*,五段・ラ行,仮定形,おる
V1049	動詞,非自立,*,*,五段・ラ行,仮定形,かかる
V1050	動詞,非自立,*,*,五段・ラ行,仮定形,きる
V1051	動詞,非自立,*,*,五段・ラ行,仮定形,たる
V1052	動詞,非自立,*,*,五段・ラ行,仮定形,だる
V1053	動詞,非自立,*,*,五段・ラ行,仮定形,とる
V1054	動詞,非自立,*,*,五段・ラ行,仮定形,どる
V1055	動詞,非自立,*,*,五段・ラ行,仮定形,なる
V1056	動詞,非自立,*,*,五段・ラ行,仮定形,はる
V1057	動詞,非自立,*,*,五段・ラ行,仮定形,まいる
V1058	動詞,非自立,*,*,五段・ラ行,仮定形,まくる
V1059	動詞,非自立,*,*,五段・ラ行,仮定形,まわる
V1060	動詞,非自立,*,*,五段・ラ行,仮定形,やがる
V1061	動詞,非自立,*,*,五段・ラ行,仮定形,やる
V1062	動詞,非自立,*,*,五段・ラ行,仮定形,切る
V1063	動詞,非自立,*,*,五段・ラ行,仮定形,参る
V1064	動詞,非自立,*,*,五段・ラ行,仮定形,取る
V1065	動詞,非自立,*,*,五段・ラ行,仮定形,回る
V1066	動詞,非自立,*,*,五段・ラ行,仮定形,終わる
V1067	動詞,非自立,*,*,五段・ラ行,仮定縮約１,ある
V1068	動詞,非自立,*,*,五段・ラ行,仮定縮約１,おる
V1069	動詞,非自立,*,*,五段・ラ行,仮定縮約１,かかる
V1070	動詞,非自立,*,*,五段・ラ行,仮定縮約１,きる
V1071	動詞,非自立,*,*,五段・ラ行,仮定縮約１,たる
V1072	動詞,非自立,*,*,五段・ラ行,仮定縮約１,だる
V1073	動詞,非自立,*,*,五段・ラ行,仮定縮約１,とる
V1074	動詞,非自立,*,*,五段・ラ行,仮定縮約１,どる
V1075	動詞,非自立,*,*,五段・ラ行,仮定縮約１,なる
V1076	動詞,非自立,*,*,五段・ラ行,仮定縮約１,はる
V1077	動詞,非自立,*,*,五段・ラ行,仮定縮約１,まいる
V1078	動詞,非自立,*,*,五段・ラ行,仮定縮約１,まくる
V1079	動詞,非自立,*,*,五段・ラ行,仮定縮約１,まわる
V1080	動詞,非自立,*,*,五段・ラ行,仮定縮約１,やがる
V1081	動詞,非自立,*,*,五段・ラ行,仮定縮約１,やる
V1082	動詞,非自立,*,*,五段・ラ行,仮定縮約１,ドル
V1083	動詞,非自立,*,*,五段・ラ行,仮定縮約１,切る
V1084	動詞,非自立,*,*,五段・ラ行,仮定縮約１,参る
V1085	動詞,非自立,*,*,五段・ラ行,仮定縮約１,取る
V1086	動詞,非自立,*,*,五段・ラ行,仮定縮約１,回る
V1087	動詞,非自立,*,*,五段・ラ行,仮定縮約１,終わる
V1088	動詞,非自立,*,*,五段・ラ行,体言接続特殊,ある
V1089	動詞,非自立,*,*,五段・ラ行,体言接続特殊,おる
V1090	動詞,非自立,*,*,五段・ラ行,体言接続特殊,かかる
V1091	動詞,非自立,*,*,五段・ラ行,体言接続特殊,きる
V1092	動詞,非自立,*,*,五段・ラ行,体言接続特殊,たる
V1093	動詞,非自立,*,*,五段・ラ行,体言接続特殊,だる
V1094	動詞,非自立,*,*,五段・ラ行,体言接続特殊,とる
V1095	動詞,非自立,*,*,五段・ラ行,体言接続特殊,どる
V1096	動詞,非自立,*,*,五段・ラ行,体言接続特殊,なる
V1097	動詞,非自立,*,*,五段・ラ行,体言接続特殊,はる
V1098	動詞,非自立,*,*,五段・ラ行,体言接続特殊,まいる
V1099	動詞,非自立,*,*,五段・ラ行,体言接続特殊,まくる
V1100	動詞,非自立,*,*,五段・ラ行,体言接続特殊,まわる
V1101	動詞,非自立,*,*,五段・ラ行,体言接続特殊,やがる
V1102	動詞,非自立,*,*,五段・ラ行,体言接続特殊,やる
V1103	動詞,非自立,*,*,五段・ラ行,体言接続特殊,切る
V1104	動詞,非自立,*,*,五段・ラ行,体言接続特殊,参る
V1105	動詞,非自立,*,*,五段・ラ行,体言接続特殊,取る
V1106	動詞,非自立,*,*,五段・ラ行,体言接続特殊,回る
V1107	動詞,非自立,*,*,五段・ラ行,体言接続特殊,終わる
V1108	動詞,非自立,*,*,五段・ラ行,体言接続特殊２,ある
V1109	動詞,非自立,*,*,五段・ラ行,体言接続特殊２,おる
V1110	動詞,非自立,*,*,五段・ラ行,体言接続特殊２,かかる
V1111	動詞,非自立,*,*,五段・ラ行,体言接続特殊２,きる
V1112	動詞,非自立,*,*,五段・ラ行,体言接続特殊２,たる
V1113	動詞,非自立,*,*,五段・ラ行,体言接続特殊２,とる
V1114	動詞,非自立,*,*,五段・ラ行,体言接続特殊２,どる
V1115	動詞,非自立,*,*,五段・ラ行,体言接続特殊２,なる
V1116	動詞,非自立,*,*,五段・ラ行,体言接続特殊２,はる
V1117	動詞,非自立,*,*,五段・ラ行,体言接続特殊２,まいる
V1118	動詞,非自立,*,*,五段・ラ行,体言接続特殊２,まくる
V1119	動詞,非自立,*,*,五段・ラ行,体言接続特殊２,まわる
V1120	動詞,非自立,*,*,五段・ラ行,体言接続特殊２,やる
V1121	動詞,非自立,*,*,五段・ラ行,体言接続特殊２,切る
V1122	動詞,非自立,*,*,五段・ラ行,体言接続特殊２,参る
V1123	動詞,非自立,*,*,五段・ラ行,体言接続特殊２,回る
V1124	動詞,非自立,*,*,五段・ラ行,体言接続特殊２,終わる
V1125	動詞,非自立,*,*,五段・ラ行,命令ｅ,ある
V1126	動詞,非自立,*,*,五段・ラ行,命令ｅ,おる
V1127	動詞,非自立,*,*,五段・ラ行,命令ｅ,かかる
V1128	動詞,非自立,*,*,五段・ラ行,命令ｅ,きる
V1129	動詞,非自立,*,*,五段・ラ行,命令ｅ,たる
V1130	動詞,非自立,*,*,五段・ラ行,命令ｅ,だる
V1131	動詞,非自立,*,*,五段・ラ行,命令ｅ,とる
V1132	動詞,非自立,*,*,五段・ラ行,命令ｅ,どる
V1133	動詞,非自立,*,*,五段・ラ行,命令ｅ,なる
V1134	動詞,非自立,*,*,五段・ラ行,命令ｅ,はる
V1135	動詞,非自立,*,*,五段・ラ行,命令ｅ,まいる
V1136	動詞,非自立,*,*,五段・ラ行,命令ｅ,まくる
V1137	動詞,非自立,*,*,五段・ラ行,命令ｅ,まわる
V1138	動詞,非自立,*,*,五段・ラ行,命令ｅ,やがる
V1139	動詞,非自立,*,*,五段・ラ行,命令ｅ,やる
V1140	動詞,非自立,*,*,五段・ラ行,命令ｅ,切る
V1141	動詞,非自立,*,*,五段・ラ行,命令ｅ,参る
V1142	動詞,非自立,*,*,五段・ラ行,命令ｅ,取る
V1143	動詞,非自立,*,*,五段・ラ行,命令ｅ,回る
V1144	動詞,非自立,*,*,五段・ラ行,命令ｅ,終わる
V1145	動詞,非自立,*,*,五段・ラ行,基本形,ある
V1146	動詞,非自立,*,*,五段・ラ行,基本形,おる
V1147	動詞,非自立,*,*,五段・ラ行,基本形,かかる
V1148	動詞,非自立,*,*,五段・ラ行,基本形,きる
V1149	動詞,非自立,*,*,五段・ラ行,基本形,たる
V1150	動詞,非自立,*,*,五段・ラ行,基本形,だる
V1151	動詞,非自立,*,*,五段・ラ行,基本形,とる
V1152	動詞,非自立,*,*,五段・ラ行,基本形,どる
V1153	動詞,非自立,*,*,五段・ラ行,基本形,なる
V1154	動詞,非自立,*,*,五段・ラ行,基本形,はる
V1155	動詞,非自立,*,*,五段・ラ行,基本形,まいる
V1156	動詞,非自立,*,*,五段・ラ行,基本形,まくる
V1157	動詞,非自立,*,*,五段・ラ行,基本形,まわる
V1158	動詞,非自立,*,*,五段・ラ行,基本形,やがる
V1159	動詞,非自立,*,*,五段・ラ行,基本形,やる
V1160	動詞,非自立,*,*,五段・ラ行,基本形,切る
V1161	動詞,非自立,*,*,五段・ラ行,基本形,参る
V1162	動詞,非自立,*,*,五段・ラ行,基本形,取る
V1163	動詞,非自立,*,*,五段・ラ行,基本形,回る
V1164	動詞,非自立,*,*,五段・ラ行,基本形,終わる
V1165	動詞,非自立,*,*,五段・ラ行,未然ウ接続,ある
V1166	動詞,非自立,*,*,五段・ラ行,未然ウ接続,おる
V1167	動詞,非自立,*,*,五段・ラ行,未然ウ接続,かかる
V1168	動詞,非自立,*,*,五段・ラ行,未然ウ接続,きる
V1169	動詞,非自立,*,*,五段・ラ行,未然ウ接続,たる
V1170	動詞,非自立,*,*,五段・ラ行,未然ウ接続,だる
V1171	動詞,非自立,*,*,五段・ラ行,未然ウ接続,とる
V1172	動詞,非自立,*,*,五段・ラ行,未然ウ接続,どる
V1173	動詞,非自立,*,*,五段・ラ行,未然ウ接続,なる
V1174	動詞,非自立,*,*,五段・ラ行,未然ウ接続,はる
V1175	動詞,非自立,*,*,五段・ラ行,未然ウ接続,まいる
V1176	動詞,非自立,*,*,五段・ラ行,未然ウ接続,まくる
V1177	動詞,非自立,*,*,五段・ラ行,未然ウ接続,まわる
V1178	動詞,非自立,*,*,五段・ラ行,未然ウ接続,やがる
V1179	動詞,非自立,*,*,五段・ラ行,未然ウ接続,やる
V1180	動詞,非自立,*,*,五段・ラ行,未然ウ接続,切る
V1181	動詞,非自立,*,*,五段・ラ行,未然ウ接続,参る
V1182	動詞,非自立,*,*,五段・ラ行,未然ウ接続,取る
V1183	動詞,非自立,*,*,五段・ラ行,未然ウ接続,回る
V1184	動詞,非自立,*,*,五段・ラ行,未然ウ接続,終わる
V1185	動詞,非自立,*,*,五段・ラ行,未然形,ある
V1186	動詞,非自立,*,*,五段・ラ行,未然形,おる
V1187	動詞,非自立,*,*,五段・ラ行,未然形,かかる
V1188	動詞,非自立,*,*,五段・ラ行,未然形,きる
V1189	動詞,非自立,*,*,五段・ラ行,未然形,たる
V1190	動詞,非自立,*,*,五段・ラ行,未然形,だる
V1191	動詞,非自立,*,*,五段・ラ行,未然形,とる
V1192	動詞,非自立,*,*,五段・ラ行,未然形,どる
V1193	動詞,非自立,*,*,五段・ラ行,未然形,なる
V1194	動詞,非自立,*,*,五段・ラ行,未然形,はる
V1195	動詞,非自立,*,*,五段・ラ行,未然形,まいる
V1196	動詞,非自立,*,*,五段・ラ行,未然形,まくる
V1197	動詞,非自立,*,*,五段・ラ行,未然形,まわる
V1198	動詞,非自立,*,*,五段・ラ行,未然形,やがる
V1199	動詞,非自立,*,*,五段・ラ行,未然形,やる
V1200	動詞,非自立,*,*,五段・ラ行,未然形,切る
V1201	動詞,非自立,*,*,五段・ラ行,未然形,参る
V1202	動詞,非自立,*,*,五段・ラ行,未然形,取る
V1203	動詞,非自立,*,*,五段・ラ行,未然形,回る
V1204	動詞,非自立,*,*,五段・ラ行,未然形,終わる
V1205	動詞,非自立,*,*,五段・ラ行,未然特殊,ある
V1206	動詞,非自立,*,*,五段・ラ行,未然特殊,おる
V1207	動詞,非自立,*,*,五段・ラ行,未然特殊,かかる
V1208	動詞,非自立,*,*,五段・ラ行,未然特殊,きる
V1209	動詞,非自立,*,*,五段・ラ行,未然特殊,たる
V1210	動詞,非自立,*,*,五段・ラ行,未然特殊,だる
V1211	動詞,非自立,*,*,五段・ラ行,未然特殊,とる
V1212	動詞,非自立,*,*,五段・ラ行,未然特殊,どる
V1213	動詞,非自立,*,*,五段・ラ行,未然特殊,なる
V1214	動詞,非自立,*,*,五段・ラ行,未然特殊,はる
V1215	動詞,非自立,*,*,五段・ラ行,未然特殊,まいる
V1216	動詞,非自立,*,*,五段・ラ行,未然特殊,まくる
V1217	動詞,非自立,*,*,五段・ラ行,未然特殊,まわる
V1218	動詞,非自立,*,*,五段・ラ行,未然特殊,やがる
V1219	動詞,非自立,*,*,五段・ラ行,未然特殊,やる
V1220	動詞,非自立,*,*,五段・ラ行,未然特殊,切る
V1221	動詞,非自立,*,*,五段・ラ行,未然特殊,参る
V1222	動詞,非自立,*,*,五段・ラ行,未然特殊,取る
V1223	動詞,非自立,*,*,五段・ラ行,未然特殊,回る
V1224	動詞,非自立,*,*,五段・ラ行,未然特殊,終わる
V1225	動詞,非自立,*,*,五段・ラ行,連用タ接続,ある
V1226	動詞,非自立,*,*,五段・ラ行,連用タ接続,おる
V1227	動詞,非自立,*,*,五段・ラ行,連用タ接続,かかる
V1228	動詞,非自立,*,*,五段・ラ行,連用タ接続,きる
V1229	動詞,非自立,*,*,五段・ラ行,連用タ接続,たる
V1230	動詞,非自立,*,*,五段・ラ行,連用タ接続,だる
V1231	動詞,非自立,*,*,五段・ラ行,連用タ接続,とる
V1232	動詞,非自立,*,*,五段・ラ行,連用タ接続,どる
V1233	動詞,非自立,*,*,五段・ラ行,連用タ接続,なる
V1234	動詞,非自立,*,*,五段・ラ行,連用タ接続,はる
V1235	動詞,非自立,*,*,五段・ラ行,連用タ接続,まいる
V1236	動詞,非自立,*,*,五段・ラ行,連用タ接続,まくる
V1237	動詞,非自立,*,*,五段・ラ行,連用タ接続,まわる
V1238	動詞,非自立,*,*,五段・ラ行,連用タ接続,やがる
V1239	動詞,非自立,*,*,五段・ラ行,連用タ接続,やる
V1240	動詞,非自立,*,*,五段・ラ行,連用タ接続,切る
V1241	動詞,非自立,*,*,五段・ラ行,連用タ接続,参る
V1242	動詞,非自立,*,*,五段・ラ行,連用タ接続,取る
V1243	動詞,非自立,*,*,五段・ラ行,連用タ接続,回る
V1244	動詞,非自立,*,*,五段・ラ行,連用タ接続,終わる
V1245	動詞,非自立,*,*,五段・ラ行,連用形,ある
V1246	動詞,非自立,*,*,五段・ラ行,連用形,おる
V1247	動詞,非自立,*,*,五段・ラ行,連用形,かかる
V1248	動詞,非自立,*,*,五段・ラ行,連用形,きる
V1249	動詞,非自立,*,*,五段・ラ行,連用形,たる
V1250	動詞,非自立,*,*,五段・ラ行,連用形,だる
V1251	動詞,非自立,*,*,五段・ラ行,連用形,とる
V1252	動詞,非自立,*,*,五段・ラ行,連用形,どる
V1253	動詞,非自立,*,*,五段・ラ行,連用形,なる
V1254	動詞,非自立,*,*,五段・ラ行,連用形,はる
V1255	動詞,非自立,*,*,五段・ラ行,連用形,まいる
V1256	動詞,非自立,*,*,五段・ラ行,連用形,まくる
V1257	動詞,非自立,*,*,五段・ラ行,連用形,まわる
V1258	動詞,非自立,*,*,五段・ラ行,連用形,やがる
V1259	動詞,非自立,*,*,五段・ラ行,連用形,やる
V1260	動詞,非自立,*,*,五段・ラ行,連用形,ドル
V1261	動詞,非自立,*,*,五段・ラ行,連用形,切る
V1262	動詞,非自立,*,*,五段・ラ行,連用形,参る
V1263	動詞,非自立,*,*,五段・ラ行,連用形,取る
V1264	動詞,非自立,*,*,五段・ラ行,連用形,回る
V1265	動詞,非自立,*,*,五段・ラ行,連用形,終わる
V1266	動詞,非自立,*,*,五段・ラ行特殊,仮定形,いらっしゃる
V1267	動詞,非自立,*,*,五段・ラ行特殊,仮定形,くださる
V1268	動詞,非自立,*,*,五段・ラ行特殊,仮定形,なさる
V1269	動詞,非自立,*,*,五段・ラ行特殊,仮定形,らっしゃる
V1270	動詞,非自立,*,*,五段・ラ行特殊,仮定形,下さる
V1271	動詞,非自立,*,*,五段・ラ行特殊,仮定縮約１,いらっしゃる
V1272	動詞,非自立,*,*,五段・ラ行特殊,仮定縮約１,くださる
V1273	動詞,非自立,*,*,五段・ラ行特殊,仮定縮約１,なさる
V1274	動詞,非自立,*,*,五段・ラ行特殊,仮定縮約１,らっしゃる
V1275	動詞,非自立,*,*,五段・ラ行特殊,仮定縮約１,下さる
V1276	動詞,非自立,*,*,五段・ラ行特殊,命令ｅ,いらっしゃる
V1277	動詞,非自立,*,*,五段・ラ行特殊,命令ｅ,くださる
V1278	動詞,非自立,*,*,五段・ラ行特殊,命令ｅ,なさる
V1279	動詞,非自立,*,*,五段・ラ行特殊,命令ｅ,らっしゃる
V1280	動詞,非自立,*,*,五段・ラ行特殊,命令ｅ,下さる
V1281	動詞,非自立,*,*,五段・ラ行特殊,命令ｉ,いらっしゃる
V1282	動詞,非自立,*,*,五段・ラ行特殊,命令ｉ,くださる
V1283	動詞,非自立,*,*,五段・ラ行特殊,命令ｉ,なさぁる
V1284	動詞,非自立,*,*,五段・ラ行特殊,命令ｉ,なさる
V1285	動詞,非自立,*,*,五段・ラ行特殊,命令ｉ,なさーる
V1286	動詞,非自立,*,*,五段・ラ行特殊,命令ｉ,なさ～る
V1287	動詞,非自立,*,*,五段・ラ行特殊,命令ｉ,らっしゃる
V1288	動詞,非自立,*,*,五段・ラ行特殊,命令ｉ,クダサル
V1289	動詞,非自立,*,*,五段・ラ行特殊,命令ｉ,ナサル
V1290	動詞,非自立,*,*,五段・ラ行特殊,命令ｉ,下さる
V1291	動詞,非自立,*,*,五段・ラ行特殊,基本形,いらっしゃる
V1292	動詞,非自立,*,*,五段・ラ行特殊,基本形,くださる
V1293	動詞,非自立,*,*,五段・ラ行特殊,基本形,なさる
V1294	動詞,非自立,*,*,五段・ラ行特殊,基本形,らっしゃる
V1295	動詞,非自立,*,*,五段・ラ行特殊,基本形,下さる
V1296	動詞,非自立,*,*,五段・ラ行特殊,未然ウ接続,いらっしゃる
V1297	動詞,非自立,*,*,五段・ラ行特殊,未然ウ接続,くださる
V1298	動詞,非自立,*,*,五段・ラ行特殊,未然ウ接続,なさる
V1299	動詞,非自立,*,*,五段・ラ行特殊,未然ウ接続,らっしゃる
V1300	動詞,非自立,*,*,五段・ラ行特殊,未然ウ接続,下さる
V1301	動詞,非自立,*,*,五段・ラ行特殊,未然形,いらっしゃる
V1302	動詞,非自立,*,*,五段・ラ行特殊,未然形,くださる
V1303	動詞,非自立,*,*,五段・ラ行特殊,未然形,なさる
V1304	動詞,非自立,*,*,五段・ラ行特殊,未然形,らっしゃる
V1305	動詞,非自立,*,*,五段・ラ行特殊,未然形,下さる
V1306	動詞,非自立,*,*,五段・ラ行特殊,未然特殊,いらっしゃる
V1307	動詞,非自立,*,*,五段・ラ行特殊,未然特殊,くださる
V1308	動詞,非自立,*,*,五段・ラ行特殊,未然特殊,なさる
V1309	動詞,非自立,*,*,五段・ラ行特殊,未然特殊,らっしゃる
V1310	動詞,非自立,*,*,五段・ラ行特殊,未然特殊,下さる
V1311	動詞,非自立,*,*,五段・ラ行特殊,連用タ接続,いらっしゃる
V1312	動詞,非自立,*,*,五段・ラ行特殊,連用タ接続,くださる
V1313	動詞,非自立,*,*,五段・ラ行特殊,連用タ接続,なさる
V1314	動詞,非自立,*,*,五段・ラ行特殊,連用タ接続,らっしゃる
V1315	動詞,非自立,*,*,五段・ラ行特殊,連用タ接続,下さる
V1316	動詞,非自立,*,*,五段・ラ行特殊,連用形,いらっしゃる
V1317	動詞,非自立,*,*,五段・ラ行特殊,連用形,くださる
V1318	動詞,非自立,*,*,五段・ラ行特殊,連用形,なさる
V1319	動詞,非自立,*,*,五段・ラ行特殊,連用形,らっしゃる
V1320	動詞,非自立,*,*,五段・ラ行特殊,連用形,ラッシャル
V1321	動詞,非自立,*,*,五段・ラ行特殊,連用形,下さる
V1322	動詞,非自立,*,*,五段・ワ行ウ音便,未然ウ接続,たまう
V1323	動詞,非自立,*,*,五段・ワ行ウ音便,連用タ接続,給う
V1324	動詞,非自立,*,*,五段・ワ行ウ音便,連用形,たまう
V1325	動詞,非自立,*,*,五段・ワ行促音便,仮定形,あう
V1326	動詞,非自立,*,*,五段・ワ行促音便,仮定形,しまう
V1327	動詞,非自立,*,*,五段・ワ行促音便,仮定形,じまう
V1328	動詞,非自立,*,*,五段・ワ行促音便,仮定形,じゃう
V1329	動詞,非自立,*,*,五段・ワ行促音便,仮定形,たまう
V1330	動詞,非自立,*,*,五段・ワ行促音便,仮定形,ちまう
V1331	動詞,非自立,*,*,五段・ワ行促音便,仮定形,ちゃう
V1332	動詞,非自立,*,*,五段・ワ行促音便,仮定形,もらう
V1333	動詞,非自立,*,*,五段・ワ行促音便,仮定形,合う
V1334	動詞,非自立,*,*,五段・ワ行促音便,仮定形,給う
V1335	動詞,非自立,*,*,五段・ワ行促音便,仮定形,願う
V1336	動詞,非自立,*,*,五段・ワ行促音便,命令ｅ,あう
V1337	動詞,非自立,*,*,五段・ワ行促音便,命令ｅ,しまう
V1338	動詞,非自立,*,*,五段・ワ行促音便,命令ｅ,じまう
V1339	動詞,非自立,*,*,五段・ワ行促音便,命令ｅ,じゃう
V1340	動詞,非自立,*,*,五段・ワ行促音便,命令ｅ,ちまう
V1341	動詞,非自立,*,*,五段・ワ行促音便,命令ｅ,ちゃう
V1342	動詞,非自立,*,*,五段・ワ行促音便,命令ｅ,もらう
V1343	動詞,非自立,*,*,五段・ワ行促音便,命令ｅ,合う
V1344	動詞,非自立,*,*,五段・ワ行促音便,命令ｅ,給う
V1345	動詞,非自立,*,*,五段・ワ行促音便,命令ｅ,願う
V1346	動詞,非自立,*,*,五段・ワ行促音便,基本形,あう
V1347	動詞,非自立,*,*,五段・ワ行促音便,基本形,しまう
V1348	動詞,非自立,*,*,五段・ワ行促音便,基本形,じまう
V1349	動詞,非自立,*,*,五段・ワ行促音便,基本形,じゃう
V1350	動詞,非自立,*,*,五段・ワ行促音便,基本形,たまう
V1351	動詞,非自立,*,*,五段・ワ行促音便,基本形,ちまう
V1352	動詞,非自立,*,*,五段・ワ行促音便,基本形,ちゃう
V1353	動詞,非自立,*,*,五段・ワ行促音便,基本形,もらう
V1354	動詞,非自立,*,*,五段・ワ行促音便,基本形,シマウ
V1355	動詞,非自立,*,*,五段・ワ行促音便,基本形,合う
V1356	動詞,非自立,*,*,五段・ワ行促音便,基本形,給う
V1357	動詞,非自立,*,*,五段・ワ行促音便,基本形,願う
V1358	動詞,非自立,*,*,五段・ワ行促音便,未然ウ接続,あう
V1359	動詞,非自立,*,*,五段・ワ行促音便,未然ウ接続,しまう
V1360	動詞,非自立,*,*,五段・ワ行促音便,未然ウ接続,じまう
V1361	動詞,非自立,*,*,五段・ワ行促音便,未然ウ接続,じゃう
V1362	動詞,非自立,*,*,五段・ワ行促音便,未然ウ接続,たまう
V1363	動詞,非自立,*,*,五段・ワ行促音便,未然ウ接続,ちまう
V1364	動詞,非自立,*,*,五段・ワ行促音便,未然ウ接続,ちゃう
V1365	動詞,非自立,*,*,五段・ワ行促音便,未然ウ接続,もらう
V1366	動詞,非自立,*,*,五段・ワ行促音便,未然ウ接続,合う
V1367	動詞,非自立,*,*,五段・ワ行促音便,未然ウ接続,給う
V1368	動詞,非自立,*,*,五段・ワ行促音便,未然ウ接続,願う
V1369	動詞,非自立,*,*,五段・ワ行促音便,未然形,あう
V1370	動詞,非自立,*,*,五段・ワ行促音便,未然形,しまう
V1371	動詞,非自立,*,*,五段・ワ行促音便,未然形,じまう
V1372	動詞,非自立,*,*,五段・ワ行促音便,未然形,じゃう
V1373	動詞,非自立,*,*,五段・ワ行促音便,未然形,たまう
V1374	動詞,非自立,*,*,五段・ワ行促音便,未然形,ちまう
V1375	動詞,非自立,*,*,五段・ワ行促音便,未然形,ちゃう
V1376	動詞,非自立,*,*,五段・ワ行促音便,未然形,もらう
V1377	動詞,非自立,*,*,五段・ワ行促音便,未然形,合う
V1378	動詞,非自立,*,*,五段・ワ行促音便,未然形,給う
V1379	動詞,非自立,*,*,五段・ワ行促音便,未然形,願う
V1380	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,あう
V1381	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,しまう
V1382	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,じまう
V1383	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,じゃう
V1384	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,たまう
V1385	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,ちまう
V1386	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,ちゃう
V1387	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,もらう
V1388	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,シマウ
V1389	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,合う
V1390	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,給う
